code,medcode_gold,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,system,SnomedCTConceptId,SnomedCTDescriptionId,EmisCodeCategoryId
2159959018,"",Under the care of psychologist,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,9NNE.00,"","","","",Aurum_SNOMED,408395005,2159959018,""
300831000000116,"",Mental health triage nurse follow up,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,8HBK.00,"","","","",Aurum_SNOMED,199151000000101,300831000000116,""
852021000006113,"",Mental health care by GP and CPN,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,852021000006109,852021000006113,""
852041000006118,"",Mental health care by other mental health professional,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,852041000006102,852041000006118,""
852281000006117,"",Mental health prescribing responsibility-GP,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,852281000006101,852281000006117,""
1678571000006113,"",Improving access to psychological therapies programme patient experience questionnaire part 1,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,38D9.00,"","",1,"",Aurum_SNOMED,341951000000101,637521000000116,""
1865561000006110,"",Initial child and adolescent mental health service assessment,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,38C1200,"","","","",Aurum_SNOMED,872311000000108,2253311000000114,""
1979201000006114,"",Referred for emotional/psychological support,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1979201000006105,1979201000006114,""
2286741000000113,"",Seen by child and adolescent psychologist,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,9N2W200,"","","","",Aurum_SNOMED,700216002,2989617016,""
5942961000006112,"",Seen by mental health counsellor,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,305625009,448110014,""
8295871000006116,"",Seen by primary care mental health team,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,859391000000105,2223371000000115,""
8461011000006116,"",Mental health monitoring SMS (short message service) text invitation,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1084191000000101,2716811000000111,""
256859013,"",Diagnostic psychology,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,382..00,"","","","",Aurum_SNOMED,165170005,256859013,""
405401013,"",Psychological analysis,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,384..00,"","","","",Aurum_SNOMED,270914005,405401013,""
621581000000112,"",Referral to educational psychologist,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,8Hl9.00,"","","","",Aurum_SNOMED,433151006,2773386011,""
851751000006113,"",Requires GP mental health review,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,851751000006109,851751000006113,""
974341000006115,"",Mental health NOS,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,974341000006104,974341000006115,""
1620951000006113,"",Perinatal psychiatry,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,828021000000101,2153001000000112,""
1679341000006117,"",Injectable neuroleptic managed by community mental health team,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,665G.00,"","","","",Aurum_SNOMED,367151000000100,693301000000118,""
1806221000006111,"",Mental health problem,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,413307004,1806221000006111,""
1851691000006114,"",Referral accepted by child and adolescent mental health service,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1851691000006105,1851691000006114,""
1865551000006113,"",Follow-up child and adolescent mental health service assessment,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,38C1100,"","","","",Aurum_SNOMED,870601000000104,2249651000000115,""
1933431000006119,"",Neuropsychiatry,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1933431000006103,1933431000006119,""
1949291000006118,"",Referred for mental health assessment,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1949291000006102,1949291000006118,""
1949381000006114,"",Psychological therapy completed,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1949381000006105,1949381000006114,""
5954281000006117,"",Referral to child and adolescent psychiatrist,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,306291008,449265013,""
5990851000006112,"",Referral to psychology service,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,309625004,453090016,""
6515081000006114,"",Psychological therapies,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,390822007,1484855018,""
8297321000006118,"",Mental health care and treatment planning,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,861361000000109,2227491000000116,""
460624018,"",Mental health problem,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,ZV40200,"","","","",Aurum_SNOMED,413307004,2474834012,""
303291000000113,"",Did not attend cognitive behaviour therapy,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,9N4r.00,"","","","",Aurum_SNOMED,200141000000108,303291000000113,""
852091000006110,"",Other mental health agency involved,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,852091000006106,852091000006110,""
852291000006119,"",Mental health prescribing responsibility-CMHT,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,852291000006103,852291000006119,""
1736071000000119,"",Mental health assessment - no abnormalities detected,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,225L.00,"","","","",Aurum_SNOMED,777121000000104,1736071000000119,""
1776951000006118,"",Reason for referral: Psychological Conditions,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1776951000006102,1776951000006118,""
1840711000006118,"",Child: other health/mental health service,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1840711000006102,1840711000006118,""
1949361000006116,"",Did not attend psychological therapy,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1949361000006100,1949361000006116,""
1957601000006115,"",Mental health and wellbeing questionnaire,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","",1,"",Aurum_SNOMED,1957601000006104,1957601000006115,""
6515041000006115,"",Perinatal mental health care,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,390819005,1484853013,""
6648321000006115,"",Psychological well-being education,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,401083009,2576248010,""
381621000000111,"",Neuropsychology test of memory,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,7P10400,"","","","",Aurum_SNOMED,236071000000107,381621000000111,""
2504321000000116,"",Mental Health Clustering Tool Summary Assessments of Risk and Need,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,984731000000105,2504321000000116,""
8316291000006117,"",Referral to Child and Adolescent Mental Health Service occupational therapy service,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,897021000000105,2352801000000117,""
1224063014,"",Psychological observations of perception,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,1S0..00,"","","","",Aurum_SNOMED,247699008,1224063014,""
1480083014,"",Mental health promotion,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,6B6..00,"","","","",Aurum_SNOMED,385891009,1480083014,""
1840681000006119,"",Neuropsychological therapy,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1840681000006103,1840681000006119,""
2235911000000112,"",111 contact disposition to mental health service,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,9N5G400,"","","","",Aurum_SNOMED,864891000000108,2235911000000112,""
8035011000006115,"",Home treatment - mental health care,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,110711000000109,157231000000116,""
968481000006118,"",Referred by psychiatry,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,968481000006102,968481000006118,""
1628181000006118,"",Step 1 of common mental health conditions stepped care model (Care Services Improvement Partnership 2006),MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,8CX0.00,"","","","",Aurum_SNOMED,294051000000100,516921000000113,""
2224821000000110,"",Seen by assistant psychologist,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,9N2W000,"","","","",Aurum_SNOMED,860091000000107,2224821000000110,""
2256861000000111,"",Seen by trainee psychologist,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,9N2W300,"","","","",Aurum_SNOMED,873901000000102,2256861000000111,""
2618361000000113,"",Referral for psychological management of anxiety,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1037451000000103,2618361000000113,""
4929571000006111,"",Community mental health nurse,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,224564000,337622014,""
256869019,"",Psychological testing NOS,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,383Z.00,"","","","",Aurum_SNOMED,1999007,4453017,""
905271000006112,"",[RFC] Acute mental health,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,905271000006108,905271000006112,""
1628211000006119,"",Step 4 of common mental health conditions stepped care model (Care Services Improvement Partnership 2006),MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,8CX3.00,"","","","",Aurum_SNOMED,294141000000102,517101000000116,""
1840791000006111,"",Seen by psychiatrist,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,305693007,1840791000006111,""
1840811000006110,"",Seen by consultant psychiatrist,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1840811000006106,1840811000006110,""
1949571000006116,"",Psychological therapy summary report,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1949571000006100,1949571000006116,""
1991931000006116,"",History of detention under Mental Health Act,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1991931000006100,1991931000006116,""
2247001000000119,"",Under care of educational psychologist,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,9NNE000,"","","","",Aurum_SNOMED,869301000000109,2247001000000119,""
2502581000000119,"",CBTp - cognitive behavioural therapy for psychosis,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,8G13100,"","","","",Aurum_SNOMED,718026005,3310934015,""
6831301000006114,"",Did not attend psychiatry clinic,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,412767008,2474324011,""
8236661000006113,"",Discharged from primary care mental health team,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,762751000000100,1690511000000116,""
1746101000006115,"",Patient initiated mental health crisis team encounter,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1746101000006104,1746101000006115,""
4724391000006111,"",Referral to psychiatrist for the elderly mentally ill,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,183528001,283617013,""
8303841000006116,"",Discussion about mental health crisis plan,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,872151000000105,2252951000000119,""
256863018,"",Diagnostic psychology NOS,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,382Z.00,"","","","",Aurum_SNOMED,165170005,256859013,""
381661000000115,"",Neuropsychology tests NOS,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,7P10z00,"","","","",Aurum_SNOMED,307808008,451187017,""
905111000006114,"",Forensic psychiatry referral,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,905111000006105,905111000006114,""
1840781000006113,"",Seen by other psychologist,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1840781000006109,1840781000006113,""
1872901000006116,"",Worrying parent behaviour / mental health concern,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1872901000006100,1872901000006116,""
1949371000006111,"",Did not complete psychological therapy,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1949371000006107,1949371000006111,""
1992161000006115,"",Mental health annual physical examination not done,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1992161000006104,1992161000006115,""
5247521000006114,"",Psychological finding of perception,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,247699008,369847010,""
5951991000006111,"",Referral to liaison psychiatry service,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,306136006,449032012,""
5955661000006112,"",Discharge by mental health counsellor,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,306388006,449397011,""
8026851000006119,"",Community mental health team,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,89301000000108,138521000000116,""
256876012,"",Psychological analysis NOS,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,384Z.00,"","","","",Aurum_SNOMED,270914005,405401013,""
909141000006111,"",[RFC] Mental health & education,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,909141000006107,909141000006111,""
970901000006112,"",Referral to child and adolescent psychiatry service,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,970901000006108,970901000006112,""
983211000006117,"",Mental health trust,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,983211000006101,983211000006117,""
1808261000006118,"",Psychological assessment,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,405783006,1808261000006118,""
1818961000006112,"",Mental health impairment,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,228150001,342170010,""
2006041000006114,"",Discharge enhanced primary care mental health review,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,2006041000006105,2006041000006114,""
5946191000006115,"",Seen by psychiatry service,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,305865005,3011010019,""
5946221000006110,"",Seen by liaison psychiatry service,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,305868007,3010280014,""
5996671000006116,"",Psychology service,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,310123008,453697019,""
8049971000006114,"",Mental health care spell,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,163771000000109,236351000000116,""
8261571000006115,"",Referral to psychological wellbeing practitioner,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,812541000000106,2119071000000112,""
451187017,"",Neuropsychological testing,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,307808008,2010131000006115,""
385081000000116,"",Neuropsychology test of executive function,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,7P10600,"","","","",Aurum_SNOMED,237721000000108,385081000000116,""
852031000006111,"",Mental health care by rehabilitation team,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,852031000006107,852031000006111,""
1158151000000116,"",Preferred place of care - mental health unit,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,8Ce7.00,"","","","",Aurum_SNOMED,518681000000100,1158151000000116,""
1823861000006117,"",Mental health disorder confirmed,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1823861000006101,1823861000006117,""
1949351000006118,"",Suitable for psychological therapies,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1949351000006102,1949351000006118,""
1962911000006118,"",Source of community referral: Mental Health Service,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1962911000006102,1962911000006118,""
2012501000006117,"",MDT review with LTC psychologist,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,2012501000006101,2012501000006117,""
2016571000006112,"",Patient awaiting psychological treatment,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,2016571000006108,2016571000006112,""
2236671000000118,"",Seen by trainee psychotherapist,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,9NlK000,"","","","",Aurum_SNOMED,865241000000103,2236671000000118,""
2271001000000111,"",Under care of mental health in-reach team,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,9NN7000,"","","","",Aurum_SNOMED,880291000000104,2271001000000111,""
2715091000000117,"",Signposting to mental health nurse,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1083481000000108,2715091000000117,""
3334221000006117,"",Family therapy,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,51484002,85748013,""
5939981000006113,"",Admission to psychiatry department,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,305400006,447815017,""
5943871000006119,"",Seen by liaison psychiatrist,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,305696004,448204017,""
5946201000006117,"",Seen by child and adolescent psychiatry service,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,305866006,3010425017,""
5953261000006113,"",Referral to mental health counselling service,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,306226009,449169012,""
5953281000006115,"",Referral for mental health counselling,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,306227000,449170013,""
5953721000006113,"",Referral to mental health counsellor,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,306252003,449210014,""
5958481000006112,"",Discharge from psychiatry service,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,306607005,449694012,""
6514941000006115,"",Emergency mental health assessment,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,390809004,1484843012,""
6514951000006118,"",Planned mental health assessment,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,390810009,1484844018,""
6514961000006116,"",Crisis/short term interventions in mental health care,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,390811008,1484845017,""
7567741000006114,"",Mental health clinic,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,702882007,3006465015,""
7845361000006113,"",Perinatal mental health assessment,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,723559001,3425110012,""
8028501000006116,"",Mental health crisis resolution team,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,92151000000102,141081000000119,""
8049791000006113,"",Discharge from Mental Health Services,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,163481000000100,214351000000119,""
8243591000006114,"",Referral to community perinatal mental health team,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,781531000000107,1747341000000113,""
8299281000006116,"",Under care of child and adolescent mental health service,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,864101000000106,2234161000000112,""
8302641000006110,"",Discharge by psychologist,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,869781000000103,2248001000000118,""
8437011000006116,"",Mental health care coordination plan,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1064351000000108,2673821000000114,""
296538017,"",Psychological disorder associated with sexual development,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,Eu66000,"","","","",Aurum_SNOMED,472991006,2955537012,""
381641000000116,"",Other specified neuropsychology tests,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,7P10y00,"","","","",Aurum_SNOMED,307808008,451187017,""
1872301000006115,"",Accom status - accommodation with mental health care support,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1872301000006104,1872301000006115,""
1895831000006117,"",Child affected by parental mental health problem,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1895831000006101,1895831000006117,""
