code,medcode_gold,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,system,SnomedCTConceptId,SnomedCTDescriptionId,EmisCodeCategoryId
458369016,9151,Drugs of abuse screening test,SM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,SM,68U..00,Moderate,if_linked_to_referral,1,"",Aurum_SNOMED,1015891000000107,2552721000000117,""
508660012,9151,Drugs of abuse screening,SM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,SM,68U..00,Moderate,if_linked_to_referral,1,"",Aurum_SNOMED,1015891000000107,2552721000000117,""
457582010,33917,Drugs of abuse urine screening,SM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,SM,68U0.00,Moderate,if_linked_to_referral,1,"",Aurum_SNOMED,1015901000000108,2583121000000116,""
458368012,33917,Drugs of abuse urine screening test,SM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,SM,68U0.00,Moderate,if_linked_to_referral,1,"",Aurum_SNOMED,1015901000000108,2583121000000116,""
342467016,106999,Frequency of drug misuse,SM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,SM,1V2..00,Moderate,if_linked_to_referral,1,"",Aurum_SNOMED,228390007,342467016,""
1488665015,71203,Urine drug metabolite screening test,SM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,SM,44qP.00,Moderate,if_linked_to_referral,1,"",Aurum_SNOMED,394963007,1488665015,""
9151,"",Drugs of abuse screening,SM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,SM,68U..00,Moderate,if_linked_to_referral,1,"",read,"","",""
10658,"",HoNOS item 3 - alcohol/drug problem,SM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,SM,ZRLfD12,Moderate,if_linked_to_referral,1,"",read,"","",""
37983,"",Drug abuse screening test,SM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,SM,ZRBK.00,Moderate,if_linked_to_referral,1,"",read,"","",""
33917,"",Drugs of abuse urine screening,SM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,SM,68U0.00,Moderate,if_linked_to_referral,1,"",read,"","",""
58560,"",Severity of opiate dependence questionnaire,SM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,SM,ZRk7.00,Moderate,if_linked_to_referral,1,"",read,"","",""
38212,"",Drugs of abuse urine screening test,SM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,SM,44qA.00,Moderate,if_linked_to_referral,1,"",read,"","",""
37900,"",DAST - Drug abuse screening test,SM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,SM,ZRBK.11,Moderate,if_linked_to_referral,1,"",read,"","",""
59631,"",Addiction severity index,SM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,SM,ZR1A.00,Moderate,if_linked_to_referral,1,"",read,"","",""
106999,"",Frequency of drug misuse,SM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,SM,1V2..00,Moderate,if_linked_to_referral,1,"",read,"","",""
66404,"",Maudsley addiction profile,SM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,SM,ZRVn.00,Moderate,if_linked_to_referral,1,"",read,"","",""
60243,"",SODQ - Severity of opiate dependence questionnaire,SM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,SM,ZRk7.11,Moderate,if_linked_to_referral,1,"",read,"","",""
27082,"",Drugs of abuse screening test,SM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,SM,44q9.00,Moderate,if_linked_to_referral,1,"",read,"","",""
71203,"",Urine drug metabolite screening test,SM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,SM,44qP.00,Moderate,if_linked_to_referral,1,"",read,"","",""
302741000006114,8250,Emotional stress,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,R00zW00,symptom,age<19,"","",Aurum_SNOMED,442347009,2821158018,""
366771000006115,525,[X]Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,Eu9..00,diagnostic,age<19,"","",Aurum_SNOMED,231538003,347024014,""
296736015,50238,Childhood emotional disorder,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,Eu93z00,diagnostic,age<19,"","",Aurum_SNOMED,268664001,401817017,""
511661000000116,91580,[X]Emotional behavioural problems,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,Eu92.11,diagnostic,age<19,"","",Aurum_SNOMED,5793009,498014018,""
296721018,44577,[X]Emotional disorders with onset specific to childhood,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,Eu93.00,diagnostic,age<19,"","",Aurum_SNOMED,268664001,401817017,""
379691000006110,21032,[X]Emotional sleep disorder NOS,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,Eu51z11,diagnostic,age<19,"","",Aurum_SNOMED,270487001,405106013,""
401913017,64400,[X]Other childhood emotional disorders,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,Eu93y00,diagnostic,age<19,"","",Aurum_SNOMED,268664001,401817017,""
318029010,72469,[X]Other symptoms and signs involving emotional state,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,Ryu5500,diagnostic,age<19,"","",Aurum_SNOMED,25618008,42944013,""
318033015,56020,"[X]State of emotional shock and stress, unspecified",MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,Ryu5800,diagnostic,age<19,"","",Aurum_SNOMED,442347009,2821158018,""
347026011,3347,Adolescent - emotional problem,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,E2D..11,symptom,age<19,"","",Aurum_SNOMED,231539006,347026011,""
2414391000000110,109882,Emotional behavioural difficulties,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,1B1J100,symptom,age<19,"","",Aurum_SNOMED,943801000000103,2414391000000110,""
2318751000000116,108635,Emotional eating,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,1FN..00,symptom,age<19,"","",Aurum_SNOMED,901521000000100,2318751000000116,""
1491815016,1449,Emotional problem,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,1B1J.00,symptom,age<19,"","",Aurum_SNOMED,386816005,1491815016,""
1219205012,104784,Emotional state observations,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,6652000,symptom,age<19,"","",Aurum_SNOMED,106126000,1219205012,""
453331012,3502,Emotional upset,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,1B1J.11,symptom,age<19,"","",Aurum_SNOMED,309838005,453331012,""
295609017,50196,Other childhood and adolescent emotional problems,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,E2Dy.00,symptom,age<19,"","",Aurum_SNOMED,268664001,401817017,""
295612019,38787,Other childhood and adolescent emotional problems NOS,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,E2Dyz00,symptom,age<19,"","",Aurum_SNOMED,268664001,401817017,""
2249911000000110,108570,ASQ-SE - ages and stages questionnaires - social-emotional,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,38QY.00,symptom,age<19,"","",Aurum_SNOMED,870721000000102,2249911000000110,""
F93,"",Emotional disorders with onset specific to childhood,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,"",diagnostic,age<19,"","",ICD-10,"","",""
R45,"",Symptoms and signs involving emotional state,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,"",symptom,age<19,"","",ICD-10,"","",""
F938,"",Other childhood emotional disorders,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,"",diagnostic,age<19,"","",ICD-10,"","",""
F939,"","Childhood emotional disorder, unspecified",MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,"",diagnostic,age<19,"","",ICD-10,"","",""
F98,"",Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,"",diagnostic,age<19,"","",ICD-10,"","",""
F988,"",Other specified behavioural and emotional disorders with onset usually occurring in childhood and adolescence,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,"",diagnostic,age<19,"","",ICD-10,"","",""
R458,"",Other symptoms and signs involving emotional state,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,"",symptom,age<19,"","",ICD-10,"","",""
R457,"","State of emotional shock and stress, unspecified",MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,"",symptom,age<19,"","",ICD-10,"","",""
F989,"",Unspecified behavioural and emotional disorders with onset usually occurring in childhood and adolescence,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,"",diagnostic,age<19,"","",ICD-10,"","",""
1216369018,"",[V]Behavioural problems,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,ZV40.11,diagnostic,age<19,"","",Aurum_SNOMED,277843001,414563012,""
414563012,"",Behavioural problem,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,1B1X.00,symptom,age<19,"","",Aurum_SNOMED,277843001,414563012,""
251220013,"",Behavioural problems at school,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,13Z4C00,symptom,age<19,"","",Aurum_SNOMED,161128009,251220013,""
460625017,"",[V]Other behavioural problems,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,ZV40300,symptom,age<19,"","",Aurum_SNOMED,277843001,414563012,""
882701000006113,"",Behavioural disorder,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,E2Cz.99,diagnostic,age<19,"","",Aurum_SNOMED,620291000000103,882701000006113,""
908501000006112,"",[RFC] General child behavioural problem,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,"",symptom,age<19,"","",Aurum_SNOMED,908501000006108,908501000006112,""
915191000006119,"",Behavioural disturbance,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,"",symptom,age<19,"","",Aurum_SNOMED,915191000006103,915191000006119,""
366761000006110,"",[X]Behavioural syndromes associated with physiological disturbances and physical factors,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,Eu5..00,diagnostic,age<19,"","",Aurum_SNOMED,418831000000105,881291000000113,""
5024441000006115,"",Behavioural and emotional disorder with onset in childhood,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,"",diagnostic,age<19,"","",Aurum_SNOMED,231538003,347024014,""
12473211000006112,"",[X]Mental and behavioural disorders,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,"",diagnostic,age<19,"","",Aurum_SNOMED,442761000000102,911341000000116,""
908641000006110,"",[RFC] Multiple behavioural problems,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,"",symptom,age<19,"","",Aurum_SNOMED,908641000006106,908641000006110,""
5605491000006112,"",Behavioural difficulties,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,"",symptom,age<19,"","",Aurum_SNOMED,277843001,2386291000000116,""
12463341000006114,"",[X]Behavioural syndromes associated with physiological disturbances and physical factors,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,"",diagnostic,age<19,"","",Aurum_SNOMED,418831000000105,954441000000118,""
1840491000006119,"",Special education needs-emotional and behavioural difficulties,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,"",symptom,age<19,"","",Aurum_SNOMED,1840491000006103,1840491000006119,""
1872741000006117,"",Special education needs - emotional and behavioural difficulty,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,"",symptom,age<19,"","",Aurum_SNOMED,1872741000006101,1872741000006117,""
701121000006111,"",Mixed disorder of psychological development,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,E2F5.00,diagnostic,age<19,"","",Aurum_SNOMED,192147004,295650013,""
2511931000006114,"",Behavioural finding,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,^ESCTBE251193,symptom,age<19,"","",Aurum_SNOMED,844005,1490292018,""
8343121000006113,"",EBD - emotional behavioural difficulties,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,^ESCTEB834312,symptom,age<19,1,"",Aurum_SNOMED,943801000000103,2414421000000116,""
296736015,16817,Childhood emotional disorder,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,E2D..00,diagnostic,age<19,"","",Aurum_SNOMED,268664001,401817017,""
401913017,16817,[X]Other childhood emotional disorders,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,E2D..00,diagnostic,age<19,"","",Aurum_SNOMED,268664001,401817017,""
2591961000006118,"",Mixed behaviour and emotional disorder,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,"",diagnostic,age<19,"","",Aurum_SNOMED,5793009,498014018,""
3404031000006113,"",Adjustment disorder with mixed emotional features,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,"",diagnostic,age<19,"","",Aurum_SNOMED,55668003,92542018,""
6795701000006116,"",Evaluation for signs and symptoms of mental/emotional health problems,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,"",symptom,age<19,"","",Aurum_SNOMED,410325007,2471988019,""
1449,"",Emotional problem,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,1B1J.00,symptom,age<19,"","",read,"","",""
3347,"",Adolescent - emotional problem,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,E2D..11,symptom,age<19,"","",read,"","",""
91580,"",[X]Emotional behavioural problems,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,Eu92.11,diagnostic,age<19,"","",read,"","",""
50196,"",Other childhood and adolescent emotional problems,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,E2Dy.00,symptom,age<19,"","",read,"","",""
110062,"","Behavioural, emotional and social difficulties",MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,1B1J000,symptom,age<19,"","",read,"","",""
50238,"","[X]Childhood emotional disorder, unspecified",MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,Eu93z00,diagnostic,age<19,"","",read,"","",""
38787,"",Other childhood and adolescent emotional problems NOS,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,E2Dyz00,symptom,age<19,"","",read,"","",""
44577,"",[X]Emotional disorders with onset specific to childhood,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,Eu93.00,diagnostic,age<19,"","",read,"","",""
64400,"",[X]Other childhood emotional disorders,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,Eu93y00,diagnostic,age<19,"","",read,"","",""
109882,"",Emotional behavioural difficulties,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,1B1J100,symptom,age<19,"","",read,"","",""
8250,"","[D]State of emotional shock and stress, unspecified",MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,R00zW00,diagnostic,age<19,"","",read,"","",""
525,"",[X]Behavioural/emotional disords onset childhood/adolescence,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,Eu9..00,diagnostic,age<19,"","",read,"","",""
21032,"",[X]Emotional sleep disorder NOS,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,Eu51z11,diagnostic,age<19,"","",read,"","",""
72469,"",[X]Other symptoms and signs involving emotional state,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,Ryu5500,diagnostic,age<19,"","",read,"","",""
56020,"","[X]State of emotional shock and stress, unspecified",MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,Ryu5800,diagnostic,age<19,"","",read,"","",""
108635,"",Emotional eating,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,1FN..00,symptom,age<19,"","",read,"","",""
104784,"",Emotional state observations,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,6652000,symptom,age<19,"","",read,"","",""
30345,"",Emotional support,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,Z9M7.00,symptom,age<19,"","",read,"","",""
3502,"",Emotional upset,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,1B1J.11,symptom,age<19,"","",read,"","",""
11994,"",[X]Organic emotionally labile [asthenic] disorder,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,Eu05600,diagnostic,age<19,"","",read,"","",""
108570,"",ASQ-SE - ages and stages questionnaires - social-emotional,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,38QY.00,symptom,age<19,"","",read,"","",""
103012,"",Child examination for emotional development,MHP8,"Childhood emotional disorder, unspecified",Mental health problems NOS,Common mental health problems,MHP,64P7.00,symptom,age<19,"","",read,"","",""
T510,"",Toxic effect: Ethanol,MHP2,Self-harm or suicide attempts,Self-harm or suicide attempts,Common mental health problems,MHP,T510,"",age<19,"","",ICD-10,"","",""
T402,"",Poisoning: Other opioids,MHP2,Self-harm or suicide attempts,Self-harm or suicide attempts,Common mental health problems,MHP,T402,"",age<19,"",2,ICD-10,"","",""
T436,"",Poisoning: Psychostimulants with abuse potential,MHP2,Self-harm or suicide attempts,Self-harm or suicide attempts,Common mental health problems,MHP,T436,"",age<19,"",2,ICD-10,"","",""
Z036,"",Observation for suspected toxic effect from ingested substance,MHP2,Self-harm or suicide attempts,Self-harm or suicide attempts,Common mental health problems,MHP,Z036,"",age<19,"","",ICD-10,"","",""
T424,"",Poisoning: Benzodiazepines,MHP2,Self-harm or suicide attempts,Self-harm or suicide attempts,Common mental health problems,MHP,T424,"",age<19,"","",ICD-10,"","",""
T432,"",Poisoning: Other and unspecified antidepressants,MHP2,Self-harm or suicide attempts,Self-harm or suicide attempts,Common mental health problems,MHP,T432,"",age<19,"","",ICD-10,"","",""
T432,"",Poisoning: Other and unspecified antidepressants,MHP2,Self-harm or suicide attempts,Self-harm or suicide attempts,Common mental health problems,MHP,T432,"",age<19,"",2,ICD-10,"","",""
Z045,"",Examination and observation following other inflicted injury,MHP2,Self-harm or suicide attempts,Self-harm or suicide attempts,Common mental health problems,MHP,Z045,"",age<19,"","",ICD-10,"","",""
Z045,"",Examination and observation following other inflicted injury,MHP2,Self-harm or suicide attempts,Self-harm or suicide attempts,Common mental health problems,MHP,Z045,"",age<19,"","",ICD-10,"","",""
F909,"","Hyperkinetic disorder, unspecified",MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,F909,"",ADHD,"","",ICD-10,"","",""
F90,"",Hyperkinetic disorders,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,F90,"",ADHD,"","",ICD-10,"","",""
F91,"",Conduct disorders,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,F91,"",ADHD,"","",ICD-10,"","",""
F929,"","Mixed disorder of conduct and emotions, unspecified",MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,F929,"",ADHD,"","",ICD-10,"","",""
F910,"",Conduct disorder confined to the family context,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,F910,"",ADHD,"","",ICD-10,"","",""
F919,"","Conduct disorder, unspecified",MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,F919,"",ADHD,"","",ICD-10,"","",""
F920,"",Depressive conduct disorder,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,F920,"",ADHD,"","",ICD-10,"","",""
F900,"",Disturbance of activity and attention,MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,F900,"",ADHD,"","",ICD-10,"","",""
F901,"",Hyperkinetic conduct disorder,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,F901,"",ADHD,"","",ICD-10,"","",""
F92,"",Mixed disorders of conduct and emotions,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,F92,"",ADHD,"","",ICD-10,"","",""
F913,"",Oppositional defiant disorder,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,F913,"",ADHD,"","",ICD-10,"","",""
F918,"",Other conduct disorders,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,F918,"",ADHD,"","",ICD-10,"","",""
F908,"",Other hyperkinetic disorders,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,F908,"",ADHD,"","",ICD-10,"","",""
F928,"",Other mixed disorders of conduct and emotions,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,F928,"",ADHD,"","",ICD-10,"","",""
F844,"",Overactive disorder associated with mental retardation and stereotyped movements,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,F844,"",ADHD,"","",ICD-10,"","",""
F912,"",Socialized conduct disorder,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,F912,"",ADHD,"","",ICD-10,"","",""
F911,"",Unsocialized conduct disorder,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,F911,"",ADHD,"","",ICD-10,"","",""
295624014,6519,Other hyperkinetic manifestation,MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu90011,"",ADHD,"","",Aurum_SNOMED,406506008,2158158016,""
295625010,6519,Hyperkinetic syndrome NOS,MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu90011,"",ADHD,"","",Aurum_SNOMED,406506008,2158158016,""
296689012,6519,[X]Other hyperkinetic disorders,MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu90011,"",ADHD,"","",Aurum_SNOMED,406506008,2158158016,""
296690015,6519,"[X]Hyperkinetic disorder, unspecified",MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu90011,"",ADHD,"","",Aurum_SNOMED,406506008,2158158016,""
366481000006113,6519,Attention deficit hyperactivity disorder,MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu90011,"",ADHD,"","",Aurum_SNOMED,406506008,2158158016,""
389281000006118,6519,[X]Hyperkinetic disorders,MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu90011,"",ADHD,"","",Aurum_SNOMED,406506008,2158158016,""
389291000006115,6519,[X]Hyperkinetic reaction of childhood or adolescence NOS,MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu90011,"",ADHD,"","",Aurum_SNOMED,406506008,2158158016,""
389301000006119,6519,[X]Hyperkinetic syndrome NOS,MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu90011,"",ADHD,"","",Aurum_SNOMED,406506008,2158158016,""
498881000006117,6519,Attention deficit with hyperactivity,MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu90011,"",ADHD,"","",Aurum_SNOMED,406506008,2158158016,""
550441000006114,6519,Childhood hyperkinetic syndrome,MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,Eu90011,"",ADHD,"","",Aurum_SNOMED,406506008,2158158016,""
295618015,5565,Child attention deficit disorder,MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2E0.00,"",ADHD,"","",Aurum_SNOMED,192127007,295618015,""
295621018,5565,Child attention deficit disorder NOS,MHP17,ADHD (incl. conduct disorder),Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2E0.00,"",ADHD,"","",Aurum_SNOMED,192127007,295618015,""
295543019,2040,Aggressive unsocial conduct disorder,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C0.00,"",ADHD,"","",Aurum_SNOMED,192082001,295543019,""
295548011,2040,Aggressive unsocial conduct disorder NOS,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C0.00,"",ADHD,"","",Aurum_SNOMED,192082001,295543019,""
295576015,2235,Unspecified disturbance of conduct,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C..00,"",ADHD,"","",Aurum_SNOMED,430909002,2765597014,""
295578019,2235,Disturbance of conduct NOS,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C..00,"",ADHD,"","",Aurum_SNOMED,430909002,2765597014,""
296691016,2235,[X]Conduct disorders,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C..00,"",ADHD,"","",Aurum_SNOMED,430909002,2765597014,""
401813018,2235,Conduct disorder,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C..00,"",ADHD,"","",Aurum_SNOMED,430909002,2765597014,""
370811000006112,2235,[X]Childhood behavioural disorder NOS,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C..00,"",ADHD,"","",Aurum_SNOMED,430909002,2765597014,""
370821000006116,2235,[X]Childhood conduct disorder NOS,MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C..00,"",ADHD,"","",Aurum_SNOMED,430909002,2765597014,""
371411000006118,2235,"[X]Conduct disorder, unspecified",MHP17,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,Neurodevelopmental disorders,MHP,E2C..00,"",ADHD,"","",Aurum_SNOMED,430909002,2765597014,""
